story,chunk,lang,sentences,chunk_sent_num,chunk_prop_num,sent_num,prop_num
4,3,eng,"Now Pandou had become more kindly disposed towards his fellow-creatures, and his misfortunes only accomplished the purification of his heart.",12,0.2608695652173913,83,0.48255813953488375
4,3,eng,"Years again went by, and it came to pass that Pantaka, a young monk a disciple of Narada while traveling in the mountains of Kolshambi, fell into the hands of brigands.",13,0.2826086956521739,84,0.4883720930232558
4,3,eng,"As he possessed nothing, the chief of the brigands released him after having caused him to be beaten.",14,0.30434782608695654,85,0.4941860465116279
4,3,eng,"The following morning, Pantaka, in passing through the forest heard the noise of a conflict.",15,0.32608695652173914,86,0.5
4,3,eng,"He went in the direction of the combatants and beheld a large number of brigands, who were madly attacking their chief, Madagouta.",16,0.34782608695652173,87,0.5058139534883721
4,3,eng,"As a lion surrounded by dogs, the latter held his own, and had already killed several.",17,0.3695652173913043,88,0.5116279069767442
4,3,eng,"But they were too numerous, and finally Madagouta was vanquished and fell covered with wounds.",18,0.391304347826087,89,0.5174418604651163
4,3,eng,"As soon as the brigands had gone, the young monk approached the wounded men, in order to give them aid; but all were dead.",19,0.41304347826086957,90,0.5232558139534884
4,3,eng,Madagouta alone showed signs of life.,20,0.43478260869565216,91,0.5290697674418605
4,3,eng,"The monk ran quickly to a little stream which ran by, filled his cruche with water, and carried it to the dying man.",21,0.45652173913043476,92,0.5348837209302325
4,3,eng,"Madagouta opened his eyes and said, whilst gritting his teeth: ""Where are the ungrateful dogs whom I have led so many times to the chase?",22,0.4782608695652174,93,0.5406976744186046
4,3,eng,"Without me they will soon be lost like jackals tracked by hunters.""",23,0.5,94,0.5465116279069767
4,3,eng,"""Think no more of your companions, the accomplices of your criminal life,"" said Pantaka.",24,0.5217391304347826,95,0.5523255813953488
4,3,eng,"'Think rather of your last hour, of the salvation of your soul.",25,0.5434782608695652,96,0.5581395348837209
4,3,eng,"Drink this water, and let me dress your wounds; perhaps I may still save your life.""",26,0.5652173913043478,97,0.563953488372093
4,3,eng,"""It is useless,"" replied Madagouta, ""I am lost the miserable wretches have wounded me unto death.",27,0.5869565217391305,98,0.5697674418604651
4,3,eng,Oh!,28,0.6086956521739131,99,0.5755813953488372
4,3,eng,the cowards!,29,0.6304347826086957,100,0.5813953488372093
4,3,eng,Oh!,30,0.6521739130434783,101,0.5872093023255814
4,3,eng,the ungrateful dogs!,31,0.6739130434782609,102,0.5930232558139535
4,3,eng,"They have stricken me down with the blows which I myself have taught them.""",32,0.6956521739130435,103,0.5988372093023255
4,3,eng,"""You reap that which you have sown.",33,0.717391304347826,104,0.6046511627906976
4,3,eng,"Had you taught the good to your companions, good you would have received.",34,0.7391304347826086,105,0.6104651162790697
4,3,eng,"You taught them to murder, and thus you have been killed by their hands.""",35,0.7608695652173914,106,0.6162790697674418
4,3,eng,"""You are right,"" replied the brigand chief.",36,0.782608695652174,107,0.622093023255814
4,3,eng,"""I have merited my fate, but it must be terrible, if it is necessary to reap in the life to come the fruit of all my bad actions!",37,0.8043478260869565,108,0.627906976744186
4,3,eng,"Teach me then, O holy man, that which I should do in order to lighten the weight of sins which oppress my breast like unto a rock.""",38,0.8260869565217391,109,0.6337209302325582
4,3,eng,"""Pluck from your heart your desires of vengeance; stifle your wicked passions, and fill your soul with love of all your fellowmen.""",39,0.8478260869565217,110,0.6395348837209303
4,3,eng,"""I have done much evil and no good.",40,0.8695652173913043,111,0.6453488372093024
4,3,eng,"How may I escape this net of woe which I have woven for myself, of my own wicked instincts?",41,0.8913043478260869,112,0.6511627906976745
4,3,eng,"My Karma will conduct me to hell, for I can never find the way of salvation.""",42,0.9130434782608695,113,0.6569767441860465
4,3,eng,"""Yes, it is true,"" said the monk.",43,0.9347826086956522,114,0.6627906976744186
4,3,eng,"""Your Karma will gather in your future incarnation the fruit of the grains which you have sown.",44,0.9565217391304348,115,0.6686046511627907
4,3,eng,He who has committed bad actions cannot avoid the consequences.,45,0.9782608695652174,116,0.6744186046511628
4,3,eng,But do not despair; every man can be saved upon condition that he make the sacrifice of his own individuality.,46,1,117,0.6802325581395349
4,4,eng,"For example, I will recount to you the story of a celebrated brigand, Kandata, who died impenitent, and who was born again a demon in hell, where he endured the most horrible sufferings.",1,0.034482758620689655,118,0.686046511627907
4,4,eng,"He had been there for many years, unable to escape from his unhappy fate, when Buddha appeared upon the earth.",2,0.06896551724137931,119,0.6918604651162791
4,4,eng,"At that memorable period, a ray of light penetrated as far as hell, and created hope in the breast of all the demons.",3,0.10344827586206896,120,0.6976744186046512
4,4,eng,"'O blessed Buddha, have pity upon me!'",4,0.13793103448275862,121,0.7034883720930233
4,4,eng,cried the brigand Kandata.,5,0.1724137931034483,122,0.7093023255813954
4,4,eng,"'I suffer horribly, and though I have committed evil I desire to walk now in the path of justice.",6,0.20689655172413793,123,0.7151162790697675
4,4,eng,But I cannot deliver myself from the net of pain which holds me.,7,0.2413793103448276,124,0.7209302325581395
4,4,eng,"Aid me, Master, have pity upon me!'",8,0.27586206896551724,125,0.7267441860465116
4,4,eng,The law of Karma reads that bad actions lead to destruction.,9,0.3103448275862069,126,0.7325581395348837
4,4,eng,"When Buddha heard the prayer of the demon suffering in hell he sent to him a spider upon his web, and the spider said to him: 'Take hold of my web and come out of hell.'",10,0.3448275862068966,127,0.7383720930232558
4,4,eng,"When the spider had disappeared, Kandata seized the thread and commenced to climb.",11,0.3793103448275862,128,0.7441860465116279
4,4,eng,"The thread was solid and did not break, so that the demon climbed higher and higher.",12,0.41379310344827586,129,0.75
4,4,eng,Suddenly he felt the thread commence to tremble and swing.,13,0.4482758620689655,130,0.7558139534883721
4,4,eng,It was because other wretched demons were climbing behind him.,14,0.4827586206896552,131,0.7616279069767442
4,4,eng,Kandata was much frightened.,15,0.5172413793103449,132,0.7674418604651163
4,4,eng,"He saw how thin was the thread, and he perceived that it grew still thinner by reason of the increased weight.",16,0.5517241379310345,133,0.7732558139534884
4,4,eng,"However, Kandata held on.",17,0.5862068965517241,134,0.7790697674418605
4,4,eng,"Up to that time he had only looked upwards; now he looked below and saw an innumerable crowd of the inhabitants of hell, who followed him.",18,0.6206896551724138,135,0.7848837209302325
4,4,eng,'How may a thread so thin support the weight of all these people?',19,0.6551724137931034,136,0.7906976744186046
4,4,eng,"thought he, and frightened he cried out, 'Let go the thread, it is mine.""",20,0.6896551724137931,137,0.7965116279069767
4,4,eng,"""Suddenly the thread broke and Kandata fell backwards into hell.",21,0.7241379310344828,138,0.8023255813953488
4,4,eng,The erroneous sentiment of individuality was still alive in him.,22,0.7586206896551724,139,0.8081395348837209
4,4,eng,He did not know what marvellous force a sincere tendency has to mount upwards and to walk in the way of justice.,23,0.7931034482758621,140,0.813953488372093
4,4,eng,"That tendency is as light as a spider's thread, but it can hold up millions of men; and the more it holds, the lighter it will appear.",24,0.8275862068965517,141,0.8197674418604651
4,4,eng,"But just as soon as there is born in the heart of man the thought that the thread as his own, that the blessing of justice belongs to him alone, and that no one may share it with him, the thread breaks, and man falls backward into his former position of isolated individuality.",25,0.8620689655172413,142,0.8255813953488372
4,4,eng,"Now, isolation is a malediction and union is a benediction.",26,0.896551724137931,143,0.8313953488372093
4,4,eng,What is hell?,27,0.9310344827586207,144,0.8372093023255814
4,4,eng,"It is nothing else than the love of self, whilst Nirvana is life in common.""",28,0.9655172413793104,145,0.8430232558139535
4,4,eng,"""Cause me then to seize the spider's thread,"" said the dying Madagouta, when the monk had finished his recital.",29,1,146,0.8488372093023255
4,5,eng,"Madagouta remained some moments in silence as if to collect his thoughts, and then said: ""Listen to me attentively.",1,0.038461538461538464,147,0.8546511627906976
4,5,eng,I wish to avow everything.,2,0.07692307692307693,148,0.8604651162790697
4,5,eng,"I was the slave of Pandou, jeweller of Kolshambi.",3,0.11538461538461539,149,0.8662790697674418
4,5,eng,"But after he had unjustly tortured me, I fled, and became the chief of brigands.",4,0.15384615384615385,150,0.872093023255814
4,5,eng,Some time ago I learned by my scouts that he would cross the mountains.,5,0.19230769230769232,151,0.877906976744186
4,5,eng,I surprised him and took from him the greater part of his fortune.,6,0.23076923076923078,152,0.8837209302325582
4,5,eng,"Go and tell him that I forgive him, with all my heart, the evil which he has unjustly done me, and that I beg him to forgive me for having robbed him.",7,0.2692307692307692,153,0.8895348837209303
4,5,eng,"When I was in his service his heart was as hard as stone, and it was from him I learned to think only of self.",8,0.3076923076923077,154,0.8953488372093024
4,5,eng,I have heard that he has become a better man and that he is now cited as a model of goodness and of justice.,9,0.34615384615384615,155,0.9011627906976745
4,5,eng,I do not wish to remain his debtor; therefore I pray you to say to him that I have preserved buried in a subterranean hiding-place the crown of gold which he made for the king; also all of his treasure.,10,0.38461538461538464,156,0.9069767441860465
4,5,eng,Only two brigands knew of this hiding place and the two were killed to-day.,11,0.4230769230769231,157,0.9127906976744186
4,5,eng,"Let Pandou accompanied by armed men come and take possession of the goods which I have taken from him.""",12,0.46153846153846156,158,0.9186046511627907
4,5,eng,"And Madagouta died in the arms of Pantaka, after having indicated to him where he could find the hidden treasure.",13,0.5,159,0.9244186046511628
4,5,eng,"The young monk then hastened to Kolshambi, where he found the jeweller and told him of what had taken place in the forest.",14,0.5384615384615384,160,0.9302325581395349
4,5,eng,Pandou discovered the hiding-place and recovered all the riches which the chief of the brigands had hidden there.,15,0.5769230769230769,161,0.936046511627907
4,5,eng,"He caused Madagouta and the slain brigands to be buried; and Pantaka, commentating over their graves upon the words of Buddha, said : "" Individuality causes evil, and it is individuality which suffers.""",16,0.6153846153846154,162,0.9418604651162791
4,5,eng,"""Individuality avoids evil and individuality purifies itself.""",17,0.6538461538461539,163,0.9476744186046512
4,5,eng,"""Purity and impurity belong to individuality; no one can purify another.",18,0.6923076923076923,164,0.9534883720930233
4,5,eng,"Man himself should make the effort; the Buddhas are only the educators.""",19,0.7307692307692307,165,0.9593023255813954
4,5,eng,"Pandou took back to Kolshambi all his riches; and in the enjoyment, with moderation, of his recovered fortune he passed the rest of his life in calmness and happiness.",20,0.7692307692307693,166,0.9651162790697675
4,5,eng,"When, at an advanced age, he was about to die, he collected around him his children.and grand-children, and said to them : ""My dear children, do not accuse others of your want of success; seek the cause of your misfortunes in yourselves, and if you are not blinded by vanity, you will find it, and you will learn thus to avoid the evil.",21,0.8076923076923077,167,0.9709302325581395
4,5,eng,The remedy of your misfortunes is in yourselves.,22,0.8461538461538461,168,0.9767441860465116
4,5,eng,Never let the regard of your conscience be veiled by the veil of Maya.,23,0.8846153846153846,169,0.9825581395348837
4,5,eng,Remember the words which were the talisman of my life: 'He who causes his neighbor to suffer works ill to himself.',24,0.9230769230769231,170,0.9883720930232558
4,5,eng,"'He who aids others, aids himself.'",25,0.9615384615384616,171,0.9941860465116279
4,5,eng,"'Let the error of individuality disappear, and you will then walk in the path of justice.'""",26,1,172,1
