sliding.sentences,story,lang,sentence_num,prop_num
"brigands attaquant avec rage leur chef Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà",3,fre,1976,0.5921486364998502
"attaquant avec rage leur chef Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué",3,fre,1977,0.5924483068624513
"avec rage leur chef Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs.",3,fre,1978,0.5927479772250525
"rage leur chef Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais",3,fre,1979,0.5930476475876536
"leur chef Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils",3,fre,1980,0.5933473179502547
"chef Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient",3,fre,1981,0.5936469883128559
"Madagouta. Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop",3,fre,1982,0.593946658675457
"Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux",3,fre,1983,0.5942463290380582
"un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et",3,fre,1984,0.5945459994006592
"lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement",3,fre,1985,0.5948456697632604
"entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta",3,fre,1986,0.5951453401258615
"de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut",3,fre,1987,0.5954450104884627
"chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu",3,fre,1988,0.5957446808510638
celui-ci leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et,3,fre,1989,0.596044351213665
leur tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba,3,fre,1990,0.5963440215762661
tenait tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert,3,fre,1991,0.5966436919388672
tête et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de,3,fre,1992,0.5969433623014684
et en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures.,3,fre,1993,0.5972430326640695
en avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt,3,fre,1994,0.5975427030266707
avait déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que,3,fre,1995,0.5978423733892718
déjà tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les,3,fre,1996,0.598142043751873
tué plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands,3,fre,1997,0.5984417141144741
plusieurs. Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent,3,fre,1998,0.5987413844770753
"Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis,",3,fre,1999,0.5990410548396764
"ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le",3,fre,2000,0.5993407252022775
"étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune",3,fre,2001,0.5996403955648786
"trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine",3,fre,2002,0.5999400659274797
"nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha",3,fre,2003,0.6002397362900809
"et finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des",3,fre,2004,0.600539406652682
"finalement Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés",3,fre,2005,0.6008390770152832
"Madagouta fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour",3,fre,2006,0.6011387473778843
"fut vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur",3,fre,2007,0.6014384177404855
"vaincu et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter",3,fre,2008,0.6017380881030866
"et tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide.",3,fre,2009,0.6020377584656877
"tomba couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais",3,fre,2010,0.6023374288282889
"couvert de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous",3,fre,2011,0.60263709919089
"de blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient",3,fre,2012,0.6029367695534912
"blessures. Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà",3,fre,2013,0.6032364399160923
"Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts;",3,fre,2014,0.6035361102786935
"que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul",3,fre,2015,0.6038357806412946
"les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta",3,fre,2016,0.6041354510038958
"brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait",3,fre,2017,0.6044351213664969
"furent partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore",3,fre,2018,0.6047347917290979
"partis, le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques",3,fre,2019,0.6050344620916991
le jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes,3,fre,2020,0.6053341324543002
jeune moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de,3,fre,2021,0.6056338028169014
moine s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie.,3,fre,2022,0.6059334731795025
s'approcha des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le,3,fre,2023,0.6062331435421037
des blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine,3,fre,2024,0.6065328139047048
blessés pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut,3,fre,2025,0.606832484267306
pour leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors,3,fre,2026,0.6071321546299071
leur porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à,3,fre,2027,0.6074318249925083
porter aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un,3,fre,2028,0.6077314953551094
aide. Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit,3,fre,2029,0.6080311657177105
Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau,3,fre,2030,0.6083308360803117
tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui,3,fre,2031,0.6086305064429128
étaient déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait,3,fre,2032,0.608930176805514
déjà morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non,3,fre,2033,0.6092298471681151
morts; seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin,3,fre,2034,0.6095295175307162
seul Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de,3,fre,2035,0.6098291878933173
"Madagouta donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là,",3,fre,2036,0.6101288582559184
"donnait encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit",3,fre,2037,0.6104285286185196
"encore quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de",3,fre,2038,0.6107281989811207
"quelques signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau",3,fre,2039,0.6110278693437219
"signes de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche",3,fre,2040,0.611327539706323
"de vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans",3,fre,2041,0.6116272100689242
"vie. Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa",3,fre,2042,0.6119268804315253
"Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche",3,fre,2043,0.6122265507941265
"moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et",3,fre,2044,0.6125262211567276
"courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la",3,fre,2045,0.6128258915193288
"alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta",3,fre,2046,0.6131255618819299
"à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au",3,fre,2047,0.613425232244531
"un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant.",3,fre,2048,0.6137249026071322
"petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta",3,fre,2049,0.6140245729697333
"ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit",3,fre,2050,0.6143242433323345
"qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les",3,fre,2051,0.6146239136949355
"coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux",3,fre,2052,0.6149235840575367
"non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et",3,fre,2053,0.6152232544201378
"loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit",3,fre,2054,0.615522924782739
"de là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec",3,fre,2055,0.6158225951453401
"là, prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un",3,fre,2056,0.6161222655079412
prit de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement,3,fre,2057,0.6164219358705424
de l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de,3,fre,2058,0.6167216062331435
l'eau fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents:,3,fre,2059,0.6170212765957447
fraiche dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où,3,fre,2060,0.6173209469583458
dans sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont,3,fre,2061,0.617620617320947
sa cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces,3,fre,2062,0.6179202876835481
cruche et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens,3,fre,2063,0.6182199580461493
et la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats,3,fre,2064,0.6185196284087504
la porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que,3,fre,2065,0.6188192987713516
porta au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai,3,fre,2066,0.6191189691339527
au mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits,3,fre,2067,0.6194186394965537
mourant. Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant,3,fre,2068,0.6197183098591549
Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de,3,fre,2069,0.620017980221756
ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois,3,fre,2070,0.6203176505843572
les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à,3,fre,2071,0.6206173209469583
yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la,3,fre,2072,0.6209169913095595
et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée?,3,fre,2073,0.6212166616721606
dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans,3,fre,2074,0.6215163320347618
"avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi,",3,fre,2075,0.6218160023973629
"un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils",3,fre,2076,0.622115672759964
"grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront",3,fre,2077,0.6224153431225652
"de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt",3,fre,2078,0.6227150134851663
"dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus",3,fre,2079,0.6230146838477675
"Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme",3,fre,2080,0.6233143542103686
"sont ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des",3,fre,2081,0.6236140245729698
"ces chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals",3,fre,2082,0.6239136949355709
"chiens ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués",3,fre,2083,0.6242133652981721
"ingrats que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par",3,fre,2084,0.6245130356607731
"que j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des",3,fre,2085,0.6248127060233742
"j'ai conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs.",3,fre,2086,0.6251123763859754
"conduits tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne",3,fre,2087,0.6254120467485765
"tant de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez",3,fre,2088,0.6257117171111777
"de fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus",3,fre,2089,0.6260113874737788
"fois à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à",3,fre,2090,0.62631105783638
"à la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos",3,fre,2091,0.6266107281989811
"la curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons,",3,fre,2092,0.6269103985615823
"curée? Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux",3,fre,2093,0.6272100689241834
"Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices",3,fre,2094,0.6275097392867846
"moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de",3,fre,2095,0.6278094096493857
"ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre",3,fre,2096,0.6281090800119868
"seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie",3,fre,2097,0.628408750374588
"bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle,",3,fre,2098,0.6287084207371891
"perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit",3,fre,2099,0.6290080910997903
"comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka.",3,fre,2100,0.6293077614623914
"des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez",3,fre,2101,0.6296074318249925
"chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt",3,fre,2102,0.6299071021875936
"traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à",3,fre,2103,0.6302067725501947
"par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre",3,fre,2104,0.6305064429127959
"des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière",3,fre,2105,0.630806113275397
"chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure,",3,fre,2106,0.6311057836379982
"—Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au",3,fre,2107,0.6314054540005993
"pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut",3,fre,2108,0.6317051243632005
"plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de",3,fre,2109,0.6320047947258016
"à vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre",3,fre,2110,0.6323044650884028
"vos compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme.",3,fre,2111,0.6326041354510039
"compagnons, aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez",3,fre,2112,0.6329038058136051
"aux complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette",3,fre,2113,0.6332034761762062
"complices de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau",3,fre,2114,0.6335031465388073
"de votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et",3,fre,2115,0.6338028169014085
"votre vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi",3,fre,2116,0.6341024872640096
"vie criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser",3,fre,2117,0.6344021576266107
"criminelle, dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos",3,fre,2118,0.6347018279892118
"dit Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures.",3,fre,2119,0.635001498351813
"Pantaka. Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être",3,fre,2120,0.6353011687144141
"Pensez plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je",3,fre,2121,0.6356008390770153
"plutôt à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore",3,fre,2122,0.6359005094396164
"à votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous",3,fre,2123,0.6362001798022175
"votre dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver",3,fre,2124,0.6364998501648187
"dernière heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de",3,fre,2125,0.6367995205274198
"heure, au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la",3,fre,2126,0.637099190890021
au salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort.,3,fre,2127,0.6373988612526221
salut de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. —,3,fre,2128,0.6376985316152233
de votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est,3,fre,2129,0.6379982019778244
"votre âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile,",3,fre,2130,0.6382978723404256
"âme. Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit",3,fre,2131,0.6385975427030267
"Buvez cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta,",3,fre,2132,0.6388972130656279
"cette eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je",3,fre,2133,0.639196883428229
"eau et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis",3,fre,2134,0.63949655379083
"et laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu,",3,fre,2135,0.6397962241534312
"laissez-moi panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les",3,fre,2136,0.6400958945160323
"panser vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables",3,fre,2137,0.6403955648786335
"vos blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont",3,fre,2138,0.6406952352412346
"blessures. Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé",3,fre,2139,0.6409949056038358
"Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à",3,fre,2140,0.6412945759664369
"pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort.",3,fre,2141,0.641594246329038
"encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah!",3,fre,2142,0.6418939166916392
"vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les",3,fre,2143,0.6421935870542403
"sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches!",3,fre,2144,0.6424932574168415
"de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah!",3,fre,2145,0.6427929277794426
"la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les",3,fre,2146,0.6430925981420438
"mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats!",3,fre,2147,0.6433922685046449
"— C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils",3,fre,2148,0.6436919388672461
"C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont",3,fre,2149,0.6439916092298472
"inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté",3,fre,2150,0.6442912795924483
"répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les",3,fre,2151,0.6445909499550494
"Madagouta, je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups",3,fre,2152,0.6448906203176505
"je suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que",3,fre,2153,0.6451902906802517
"suis perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je",3,fre,2154,0.6454899610428528
"perdu, les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur",3,fre,2155,0.645789631405454
les misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai,3,fre,2156,0.6460893017680551
misérables m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même,3,fre,2157,0.6463889721306563
m’ont blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris.,3,fre,2158,0.6466886424932574
blessé à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. —,3,fre,2159,0.6469883128558586
à mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous,3,fre,2160,0.6472879832184597
mort. Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez,3,fre,2161,0.6475876535810609
Ah! les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce,3,fre,2162,0.647887323943662
les lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que,3,fre,2163,0.6481869943062631
lâches! Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous,3,fre,2164,0.6484866646688643
Ah! les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez,3,fre,2165,0.6487863350314654
les ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé.,3,fre,2166,0.6490860053940666
ingrats! Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. —,3,fre,2167,0.6493856757566676
Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si,3,fre,2168,0.6496853461192688
m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous,3,fre,2169,0.6499850164818699
